test_id,subtest,cyc,stored_E,f_val,op_code,result,uf,ovf,rollover,extra
13,3,116,13,52,3,820,0,0,0,0
13,0,117,13,53,3,0,1,0,0,0
13,1,117,13,53,3,885,0,0,0,885
13,2,117,13,53,1,917,0,0,1,0
13,3,117,13,53,3,821,0,0,0,0
13,0,118,13,54,3,0,1,0,0,0
13,1,118,13,54,3,886,0,0,0,886
13,2,118,13,54,1,918,0,0,1,0
13,3,118,13,54,3,822,0,0,0,0
13,0,119,13,55,3,0,1,0,0,0
13,1,119,13,55,3,887,0,0,0,887
13,2,119,13,55,1,919,0,0,1,0
13,3,119,13,55,3,823,0,0,0,0
13,0,120,13,56,3,0,1,0,0,0
13,1,120,13,56,3,888,0,0,0,888
13,2,120,13,56,1,920,0,0,1,0
13,3,120,13,56,3,824,0,0,0,0
13,0,121,13,57,3,0,1,0,0,0
13,1,121,13,57,3,889,0,0,0,889
13,2,121,13,57,1,921,0,0,1,0
13,3,121,13,57,3,825,0,0,0,0
13,0,122,13,58,3,0,1,0,0,0
13,1,122,13,58,3,890,0,0,0,890
13,2,122,13,58,1,922,0,0,1,0
13,3,122,13,58,3,826,0,0,0,0
13,0,123,13,59,3,0,1,0,0,0
13,1,123,13,59,3,891,0,0,0,891
13,2,123,13,59,1,923,0,0,1,0
13,3,123,13,59,3,827,0,0,0,0
13,0,124,13,60,3,0,1,0,0,0
13,1,124,13,60,3,892,0,0,0,892
13,2,124,13,60,1,924,0,0,1,0
13,3,124,13,60,3,828,0,0,0,0
