cycle,stream,A,B,OP,E_est,MODE,RESULT,ACC,PE_ACC,UF,OVF,RO,REGION
3595,B,082b,03c5,MUL,15,2,03f3,0000eed2,0000e689,0,0,0,COLLAPSE
3596,C,0440,07c0,MUL,16,2,0400,0000eed2,0000eed2,0,0,0,TRANSITION
3597,A,0815,073f,SUB,16,0,0400,0000eed2,0000eed2,0,0,0,TRANSITION
3598,B,0818,03ab,MUL,30,3,0798,0000eed2,0000eed2,0,0,0,STABLE
3599,C,0400,0840,MUL,17,2,0440,0000eed2,0000eed2,0,0,0,TRANSITION
3600,A,082d,0500,MUL,20,0,052d,00000000,0000eed2,0,0,0,STABLE
3601,B,0805,0b1b,MUL,44,0,0b22,0000052d,00000000,0,0,0,TRANSITION
3602,C,0800,07c0,MUL,31,0,07c0,0000052d,0000052d,0,0,0,STABLE
3603,A,082f,0610,MUL,25,0,0645,00000ced,0000052d,0,0,0,STABLE
3604,B,082b,0b5e,MUL,46,2,0b8e,00001332,00000ced,0,0,0,TRANSITION
3605,C,07c0,07c0,MUL,30,0,0780,00001332,00001332,0,0,0,STABLE
3606,A,083a,071f,MUL,29,0,075a,00001ab2,00001332,0,0,0,STABLE
3607,B,081b,0bb5,MUL,47,3,0bd3,0000220c,00001ab2,0,0,0,TRANSITION
3608,C,0780,07c0,MUL,29,0,0740,0000220c,0000220c,0,0,0,STABLE
3609,A,0815,0800,MUL,32,0,0815,0000294c,0000220c,0,0,0,STABLE
3610,B,081e,0beb,MUL,48,0,0c0e,00003161,0000294c,0,0,0,SATURATE
3611,C,0740,0740,ADD,29,0,0740,00003161,00003161,0,0,0,STABLE
3612,A,082c,0910,ADD,32,0,083c,000038a1,00003161,0,0,0,STABLE
3613,B,0835,0c19,MUL,49,2,0c51,000040dd,000038a1,0,0,0,SATURATE
3614,C,0740,07c0,MUL,28,0,0700,000040dd,000040dd,0,0,0,STABLE
3615,A,0824,0a1f,SUB,32,0,0805,000047dd,000040dd,0,0,0,STABLE
3616,B,082b,0c48,MUL,49,3,0c78,00004fe2,000047dd,0,0,0,SATURATE
3617,C,0700,07c0,MUL,27,0,06c0,00004fe2,00004fe2,0,0,0,STABLE
3618,A,0821,0930,MUL,37,0,0954,000056a2,00004fe2,0,0,0,STABLE
3619,B,0819,0bc2,MUL,47,0,0bdb,00005ff6,000056a2,0,0,0,TRANSITION
3620,C,06c0,07c0,MUL,26,0,0680,00005ff6,00005ff6,0,0,0,STABLE
3621,A,0809,073f,MUL,29,0,0748,00006676,00005ff6,0,0,0,STABLE
3622,B,0808,0b93,MUL,46,2,0b9d,00006dbe,00006676,0,0,0,TRANSITION
3623,C,0680,0840,MUL,27,0,06c0,00006dbe,00006dbe,0,0,0,STABLE
3624,A,080e,0500,MUL,20,0,050e,0000747e,00006dbe,0,0,0,STABLE
3625,B,0802,0b1d,MUL,44,3,0b1f,0000798c,0000747e,0,0,0,TRANSITION
3626,C,06c0,07c0,MUL,26,0,0680,0000798c,0000798c,0,0,0,STABLE
3627,A,0835,0610,MUL,25,0,0649,0000798c,0000798c,0,0,0,STABLE
3628,B,0813,0b6a,MUL,46,0,0b84,00007fd5,0000798c,0,0,0,TRANSITION
3629,C,0680,07c0,MUL,25,2,0640,00007fd5,00007fd5,0,0,0,STABLE
3630,A,0828,071f,ADD,33,0,0843,00007fd5,00007fd5,0,0,1,STABLE
3631,B,081d,0b91,MUL,46,2,0bb5,00008818,00007fd5,0,0,0,TRANSITION
3632,C,0640,07c0,MUL,24,2,0600,00008818,00008818,0,0,0,STABLE
3633,A,0805,0800,SUB,32,0,0805,00008818,00008818,0,0,0,STABLE
3634,B,082a,0bcb,MUL,47,3,0bfc,0000901d,00008818,0,0,0,TRANSITION
3635,C,0600,0600,ADD,24,2,0600,0000901d,0000901d,0,0,0,STABLE
3636,A,082d,0910,MUL,37,0,0944,0000901d,0000901d,0,0,0,STABLE
3637,B,0811,0c1a,MUL,48,0,0c31,00009961,0000901d,0,0,0,SATURATE
3638,C,0600,07c0,MUL,23,2,05c0,00009961,00009961,0,0,0,STABLE
3639,A,082a,0a1f,MUL,41,0,0a4e,00009961,00009961,0,0,0,STABLE
3640,B,080b,0c55,MUL,49,2,0c63,0000a3af,00009961,0,0,0,SATURATE
3641,C,05c0,07c0,MUL,22,2,0580,0000a3af,0000a3af,0,0,0,STABLE
3642,A,0815,0930,MUL,37,0,094a,0000a3af,0000a3af,0,0,0,STABLE
3643,B,081a,0beb,MUL,48,3,0c0b,0000acf9,0000a3af,0,0,0,SATURATE
3644,C,0580,07c0,MUL,21,2,0540,0000acf9,0000acf9,0,0,0,STABLE
3645,A,082c,073f,MUL,29,0,076b,0000acf9,0000acf9,0,0,0,STABLE
3646,B,0815,0b99,MUL,46,0,0bb6,0000b464,0000acf9,0,0,0,TRANSITION
3647,C,0540,0840,MUL,22,2,0580,0000b464,0000b464,0,0,0,STABLE
3648,A,0825,0500,ADD,32,0,0825,0000b464,0000b464,0,0,0,STABLE
3649,B,082b,030b,MUL,12,2,033d,0000bc89,0000b464,0,0,0,COLLAPSE
3650,C,0580,07c0,MUL,21,2,0540,0000bc89,0000bc89,0,0,0,STABLE
3651,A,082c,0610,SUB,32,0,081c,0000bc89,0000bc89,0,0,0,STABLE
3652,B,0819,0358,MUL,13,3,037a,0000c4a5,0000bc89,0,0,0,COLLAPSE
3653,C,0540,07c0,MUL,20,2,0500,0000c4a5,0000c4a5,0,0,0,STABLE
3654,A,0821,071f,MUL,29,0,0747,0000c4a5,0000c4a5,0,0,0,STABLE
3655,B,080b,0383,MUL,14,0,038e,0000cbec,0000c4a5,0,0,0,COLLAPSE
3656,C,0500,07c0,MUL,19,2,04c0,0000cbec,0000cbec,0,0,0,TRANSITION
3657,A,080e,0800,MUL,32,0,080e,0000cbec,0000cbec,0,0,0,STABLE
3658,B,0818,03dd,MUL,15,2,03ff,0000d3fa,0000cbec,0,0,0,COLLAPSE
3659,C,04c0,04c0,ADD,19,2,04c0,0000d3fa,0000d3fa,0,0,0,TRANSITION
3660,A,0836,0910,MUL,37,0,0949,0000d3fa,0000d3fa,0,0,0,STABLE
3661,B,0803,042d,MUL,16,3,0432,0000dd43,0000d3fa,0,0,0,TRANSITION
3662,C,04c0,07c0,MUL,18,2,0480,0000dd43,0000dd43,0,0,0,TRANSITION
3663,A,0837,0a1f,MUL,41,0,0a58,0000dd43,0000dd43,0,0,0,STABLE
3664,B,081d,046f,MUL,18,0,0490,0000e79b,0000dd43,0,0,0,TRANSITION
3665,C,0480,07c0,MUL,17,2,0440,0000e79b,0000e79b,0,0,0,TRANSITION
3666,A,083d,0930,ADD,33,0,0856,0000e79b,0000e79b,0,0,1,STABLE
3667,B,082d,03fa,MUL,16,2,0427,0000eff1,0000e79b,0,0,0,TRANSITION
3668,C,0440,07c0,MUL,16,2,0400,0000eff1,0000eff1,0,0,0,TRANSITION
3669,A,0829,073f,SUB,16,0,0400,0000eff1,0000eff1,0,0,0,TRANSITION
3670,B,082f,0393,MUL,31,3,07d4,0000eff1,0000eff1,0,0,0,STABLE
3671,C,0400,0840,MUL,17,2,0440,0000eff1,0000eff1,0,0,0,TRANSITION
3672,A,080c,0500,MUL,20,0,050c,00000000,0000eff1,0,0,0,STABLE
3673,B,083a,0318,MUL,13,0,0353,0000050c,00000000,0,0,0,COLLAPSE
3674,C,0800,07c0,MUL,31,0,07c0,0000050c,0000050c,0,0,0,STABLE
3675,A,0822,0610,MUL,24,0,063a,00000ccc,0000050c,0,0,0,STABLE
3676,B,0813,0344,MUL,13,2,0358,00001306,00000ccc,0,0,0,COLLAPSE
3677,C,07c0,07c0,MUL,30,0,0780,00001306,00001306,0,0,0,STABLE
3678,A,0810,071f,MUL,28,0,0736,00001a86,00001306,0,0,0,STABLE
3679,B,0818,03a0,MUL,15,3,03c2,000021bc,00001a86,0,0,0,COLLAPSE
3680,C,0780,07c0,MUL,29,0,0740,000021bc,000021bc,0,0,0,STABLE
3681,A,0803,0800,MUL,32,0,0803,000028fc,000021bc,0,0,0,STABLE
3682,B,0804,03c6,MUL,15,0,03ca,000030ff,000028fc,0,0,0,COLLAPSE
3683,C,0740,0740,ADD,29,0,0740,000030ff,000030ff,0,0,0,STABLE
3684,A,0819,0910,ADD,32,0,0829,0000383f,000030ff,0,0,0,STABLE
3685,B,0820,0432,MUL,17,2,0455,00004068,0000383f,0,0,0,TRANSITION
3686,C,0740,07c0,MUL,28,0,0700,00004068,00004068,0,0,0,STABLE
3687,A,080b,0a1f,SUB,28,0,0700,00004768,00004068,0,0,0,STABLE
3688,B,0806,0457,MUL,31,3,07d8,00004768,00004768,0,0,0,STABLE
3689,C,0700,07c0,MUL,27,0,06c0,00004768,00004768,0,0,0,STABLE
3690,A,081d,0930,MUL,37,0,0951,00004e28,00004768,0,0,0,STABLE
3691,B,0832,03fb,MUL,16,0,042d,00005779,00004e28,0,0,0,TRANSITION
3692,C,06c0,07c0,MUL,26,0,0680,00005779,00005779,0,0,0,STABLE
3693,A,082f,073f,MUL,29,0,076e,00005df9,00005779,0,0,0,STABLE
3694,B,0817,039e,MUL,14,2,03bf,00006567,00005df9,0,0,0,COLLAPSE
3695,C,0680,0840,MUL,27,0,06c0,00006567,00006567,0,0,0,STABLE
3696,A,0839,0500,MUL,20,0,0539,00006c27,00006567,0,0,0,STABLE
3697,B,083b,0b33,MUL,45,3,0b6e,00007160,00006c27,0,0,0,TRANSITION
3698,C,06c0,07c0,MUL,26,0,0680,00007160,00007160,0,0,0,STABLE
3699,A,080c,0610,MUL,24,0,061f,00007160,00007160,0,0,0,STABLE
3700,B,081e,0b59,MUL,46,0,0b81,0000777f,00007160,0,0,0,TRANSITION
3701,C,0680,07c0,MUL,25,2,0640,0000777f,0000777f,0,0,0,STABLE
3702,A,0827,071f,ADD,33,0,0843,0000777f,0000777f,0,0,1,STABLE
3703,B,0833,0b8f,MUL,47,2,0bc6,00007fc2,0000777f,0,0,0,TRANSITION
3704,C,0640,07c0,MUL,24,2,0600,00007fc2,00007fc2,0,0,0,STABLE
3705,A,083c,0800,SUB,32,0,083c,00007fc2,00007fc2,0,0,0,STABLE
3706,B,0819,0bf9,MUL,48,3,0c14,000087fe,00007fc2,0,0,0,SATURATE
3707,C,0600,0600,ADD,24,2,0600,000087fe,000087fe,0,0,0,STABLE
3708,A,0826,0910,MUL,36,0,093f,000087fe,000087fe,0,0,0,STABLE
3709,B,080f,0c0c,MUL,48,0,0c1d,0000913d,000087fe,0,0,0,SATURATE
3710,C,0600,07c0,MUL,23,2,05c0,0000913d,0000913d,0,0,0,STABLE
3711,A,0830,0a1f,MUL,41,0,0a53,0000913d,0000913d,0,0,0,STABLE
3712,B,0839,0c60,MUL,50,2,0c9a,00009b90,0000913d,0,0,0,SATURATE
3713,C,05c0,07c0,MUL,22,2,0580,00009b90,00009b90,0,0,0,STABLE
3714,A,0803,0930,MUL,36,0,0935,00009b90,00009b90,0,0,0,STABLE
3715,B,080c,0bc6,MUL,47,3,0bd3,0000a4c5,00009b90,0,0,0,TRANSITION
3716,C,0580,07c0,MUL,21,2,0540,0000a4c5,0000a4c5,0,0,0,STABLE
3717,A,081b,073f,MUL,29,0,075a,0000a4c5,0000a4c5,0,0,0,STABLE
3718,B,0820,0bb6,MUL,47,0,0bd8,0000ac1f,0000a4c5,0,0,0,TRANSITION
3719,C,0540,0840,MUL,22,2,0580,0000ac1f,0000ac1f,0,0,0,STABLE
3720,A,0818,0500,ADD,32,0,0818,0000ac1f,0000ac1f,0,0,0,STABLE
3721,B,0806,0b31,MUL,44,2,0b3b,0000b437,0000ac1f,0,0,0,TRANSITION
3722,C,0580,07c0,MUL,21,2,0540,0000b437,0000b437,0,0,0,STABLE
3723,A,0807,0610,SUB,21,0,0540,0000b437,0000b437,0,0,0,STABLE
3724,B,0836,0b4f,MUL,31,3,07ee,0000b437,0000b437,0,0,0,STABLE
3725,C,0540,07c0,MUL,20,2,0500,0000b437,0000b437,0,0,0,STABLE
3726,A,083f,071f,MUL,29,0,075e,0000b437,0000b437,0,0,0,STABLE
3727,B,0831,0bbf,MUL,47,0,0bf0,0000bb95,0000b437,0,0,0,TRANSITION
3728,C,0500,07c0,MUL,19,2,04c0,0000bb95,0000bb95,0,0,0,TRANSITION
3729,A,083c,0800,MUL,32,0,083c,0000bb95,0000bb95,0,0,0,STABLE
3730,B,080f,0bf9,MUL,48,2,0c0a,0000c3d1,0000bb95,0,0,0,SATURATE
3731,C,04c0,04c0,ADD,19,2,04c0,0000c3d1,0000c3d1,0,0,0,TRANSITION
3732,A,0826,0910,MUL,36,0,093f,0000c3d1,0000c3d1,0,0,0,STABLE
3733,B,083f,0c0c,MUL,49,3,0c4b,0000cd10,0000c3d1,0,0,0,SATURATE
3734,C,04c0,07c0,MUL,18,2,0480,0000cd10,0000cd10,0,0,0,TRANSITION
3735,A,0831,0a1f,MUL,41,0,0a53,0000cd10,0000cd10,0,0,0,STABLE
3736,B,0839,0c63,MUL,50,0,0c9d,0000d763,0000cd10,0,0,0,SATURATE
3737,C,0480,07c0,MUL,17,2,0440,0000d763,0000d763,0,0,0,TRANSITION
3738,A,080c,0930,ADD,32,0,083c,0000d763,0000d763,0,0,0,STABLE
3739,B,080c,0bd9,MUL,47,2,0be9,0000df9f,0000d763,0,0,0,TRANSITION
3740,C,0440,07c0,MUL,16,2,0400,0000df9f,0000df9f,0,0,0,TRANSITION
3741,A,0827,073f,SUB,16,0,0400,0000df9f,0000df9f,0,0,0,TRANSITION
3742,B,0823,0b8e,MUL,31,3,07d0,0000df9f,0000df9f,0,0,0,STABLE
3743,C,0400,0840,MUL,17,2,0440,0000df9f,0000df9f,0,0,0,TRANSITION
3744,A,0838,0500,MUL,20,0,0538,00000000,0000df9f,0,0,0,STABLE
3745,B,0819,0331,MUL,13,0,034e,00000538,00000000,0,0,0,COLLAPSE
3746,C,0800,07c0,MUL,31,0,07c0,00000538,00000538,0,0,0,STABLE
3747,A,0804,0610,MUL,24,0,0615,00000cf8,00000538,0,0,0,STABLE
3748,B,080e,0349,MUL,13,2,0358,0000130d,00000cf8,0,0,0,COLLAPSE
3749,C,07c0,07c0,MUL,30,0,0780,0000130d,0000130d,0,0,0,STABLE
3750,A,0824,071f,MUL,29,0,074a,00001a8d,0000130d,0,0,0,STABLE
3751,B,0831,0388,MUL,14,3,03bf,000021d7,00001a8d,0,0,0,COLLAPSE
3752,C,0780,07c0,MUL,29,0,0740,000021d7,000021d7,0,0,0,STABLE
3753,A,0822,0800,MUL,32,0,0822,00002917,000021d7,0,0,0,STABLE
3754,B,0809,03c4,MUL,15,0,03cd,00003139,00002917,0,0,0,COLLAPSE
3755,C,0740,0740,ADD,29,0,0740,00003139,00003139,0,0,0,STABLE
3756,A,0810,0910,ADD,32,0,0820,00003879,00003139,0,0,0,STABLE
3757,B,0808,0421,MUL,16,2,042d,00004099,00003879,0,0,0,TRANSITION
3758,C,0740,07c0,MUL,28,0,0700,00004099,00004099,0,0,0,STABLE
3759,A,0806,0a1f,SUB,28,0,0700,00004799,00004099,0,0,0,STABLE
3760,B,0804,044c,MUL,31,3,07ce,00004799,00004799,0,0,0,STABLE
3761,C,0700,07c0,MUL,27,0,06c0,00004799,00004799,0,0,0,STABLE
3762,A,0831,0930,MUL,37,0,0962,00004e59,00004799,0,0,0,STABLE
3763,B,0821,03e3,MUL,16,0,040b,000057bb,00004e59,0,0,0,TRANSITION
3764,C,06c0,07c0,MUL,26,0,0680,000057bb,000057bb,0,0,0,STABLE
3765,A,080f,073f,MUL,29,0,074e,00005e3b,000057bb,0,0,0,STABLE
3766,B,080c,039f,MUL,14,2,03b0,00006589,00005e3b,0,0,0,COLLAPSE
3767,C,0680,0840,MUL,27,0,06c0,00006589,00006589,0,0,0,STABLE
3768,A,083c,0500,MUL,20,0,053c,00006c49,00006589,0,0,0,STABLE
3769,B,0823,0339,MUL,13,3,035d,00007185,00006c49,0,0,0,COLLAPSE
3770,C,06c0,07c0,MUL,26,0,0680,00007185,00007185,0,0,0,STABLE
3771,A,0826,0610,MUL,24,0,063f,00007185,00007185,0,0,0,STABLE
3772,B,081f,034d,MUL,13,0,0372,000077c4,00007185,0,0,0,COLLAPSE
3773,C,0680,07c0,MUL,25,2,0640,000077c4,000077c4,0,0,0,STABLE
3774,A,0834,071f,ADD,33,0,0849,000077c4,000077c4,0,0,1,STABLE
3775,B,0839,03a8,MUL,15,2,03e2,0000800d,000077c4,0,0,0,COLLAPSE
3776,C,0640,07c0,MUL,24,2,0600,0000800d,0000800d,0,0,0,STABLE
3777,A,0823,0800,SUB,32,0,0823,0000800d,0000800d,0,0,0,STABLE
3778,B,080d,03c7,MUL,15,3,03d5,00008830,0000800d,0,0,0,COLLAPSE
3779,C,0600,0600,ADD,24,2,0600,00008830,00008830,0,0,0,STABLE
3780,A,081f,0910,MUL,36,0,0936,00008830,00008830,0,0,0,STABLE
3781,B,0828,043e,MUL,17,0,0466,00009166,00008830,0,0,0,TRANSITION
3782,C,0600,07c0,MUL,23,2,05c0,00009166,00009166,0,0,0,STABLE
3783,A,0839,0a1f,MUL,41,0,0a59,00009166,00009166,0,0,0,STABLE
3784,B,0807,0473,MUL,17,2,047f,00009bbf,00009166,0,0,0,TRANSITION
3785,C,05c0,07c0,MUL,22,2,0580,00009bbf,00009bbf,0,0,0,STABLE
3786,A,080c,0930,MUL,37,0,0942,00009bbf,00009bbf,0,0,0,STABLE
3787,B,083e,03d9,MUL,16,3,0417,0000a501,00009bbf,0,0,0,TRANSITION
3788,C,0580,07c0,MUL,21,2,0540,0000a501,0000a501,0,0,0,STABLE
3789,A,0824,073f,MUL,29,0,0763,0000a501,0000a501,0,0,0,STABLE
3790,B,0833,0389,MUL,15,0,03c1,0000ac64,0000a501,0,0,0,COLLAPSE
3791,C,0540,0840,MUL,22,2,0580,0000ac64,0000ac64,0,0,0,STABLE
3792,A,0827,0500,ADD,32,0,0827,0000ac64,0000ac64,0,0,0,STABLE
3793,B,0819,0b0f,MUL,44,2,0b2d,0000b48b,0000ac64,0,0,0,TRANSITION
3794,C,0580,07c0,MUL,21,2,0540,0000b48b,0000b48b,0,0,0,STABLE
3795,A,083e,0610,SUB,32,0,082e,0000b48b,0000b48b,0,0,0,STABLE
3796,B,0809,0b7c,MUL,46,3,0b86,0000bcb9,0000b48b,0,0,0,TRANSITION
3797,C,0540,07c0,MUL,20,2,0500,0000bcb9,0000bcb9,0,0,0,STABLE
3798,A,0830,071f,MUL,29,0,0753,0000bcb9,0000bcb9,0,0,0,STABLE
3799,B,080f,0ba1,MUL,46,0,0bb7,0000c40c,0000bcb9,0,0,0,TRANSITION
3800,C,0500,07c0,MUL,19,2,04c0,0000c40c,0000c40c,0,0,0,TRANSITION
3801,A,0804,0800,MUL,32,0,0804,0000c40c,0000c40c,0,0,0,STABLE
3802,B,083c,0bc9,MUL,48,2,0c06,0000cc10,0000c40c,0,0,0,SATURATE
3803,C,04c0,04c0,ADD,19,2,04c0,0000cc10,0000cc10,0,0,0,TRANSITION
3804,A,0827,0910,MUL,37,0,0940,0000cc10,0000cc10,0,0,0,STABLE
3805,B,0821,0c0f,MUL,48,3,0c37,0000d550,0000cc10,0,0,0,SATURATE
3806,C,04c0,07c0,MUL,18,2,0480,0000d550,0000d550,0,0,0,TRANSITION
3807,A,083f,0a1f,MUL,41,0,0a5e,0000d550,0000d550,0,0,0,STABLE
3808,B,0809,0c7e,MUL,50,0,0c87,0000dfae,0000d550,0,0,0,SATURATE
3809,C,0480,07c0,MUL,17,2,0440,0000dfae,0000dfae,0,0,0,TRANSITION
3810,A,083a,0930,ADD,33,0,0855,0000dfae,0000dfae,0,0,1,STABLE
3811,B,080f,0bf4,MUL,48,2,0c07,0000e803,0000dfae,0,0,0,SATURATE
3812,C,0440,07c0,MUL,16,2,0400,0000e803,0000e803,0,0,0,TRANSITION
3813,A,0812,073f,SUB,16,0,0400,0000e803,0000e803,0,0,0,TRANSITION
3814,B,083e,0ba5,MUL,30,3,078c,0000e803,0000e803,0,0,0,STABLE
3815,C,0400,0840,MUL,17,2,0440,0000e803,0000e803,0,0,0,TRANSITION
3816,A,0817,0500,MUL,20,0,0517,00000000,0000e803,0,0,0,STABLE
3817,B,0834,0b2f,MUL,45,0,0b64,00000517,00000000,0,0,0,TRANSITION
3818,C,0800,07c0,MUL,31,0,07c0,00000517,00000517,0,0,0,STABLE
3819,A,083d,0610,MUL,25,0,064e,00000cd7,00000517,0,0,0,STABLE
3820,B,0825,0b7a,MUL,46,2,0ba0,00001325,00000cd7,0,0,0,TRANSITION
3821,C,07c0,07c0,MUL,30,0,0780,00001325,00001325,0,0,0,STABLE
3822,A,0828,071f,MUL,29,0,074d,00001aa5,00001325,0,0,0,STABLE
3823,B,082f,0b91,MUL,47,3,0bc6,000021f2,00001aa5,0,0,0,TRANSITION
3824,C,0780,07c0,MUL,29,0,0740,000021f2,000021f2,0,0,0,STABLE
3825,A,0805,0800,MUL,32,0,0805,00002932,000021f2,0,0,0,STABLE
3826,B,083a,0bca,MUL,48,0,0c06,00003137,00002932,0,0,0,SATURATE
3827,C,0740,0740,ADD,29,0,0740,00003137,00003137,0,0,0,STABLE
3828,A,0828,0910,ADD,32,0,0838,00003877,00003137,0,0,0,STABLE
3829,B,0811,0c10,MUL,48,2,0c25,000040af,00003877,0,0,0,SATURATE
3830,C,0740,07c0,MUL,28,0,0700,000040af,000040af,0,0,0,STABLE
3831,A,0800,0a1f,SUB,28,0,0700,000047af,000040af,0,0,0,STABLE
3832,B,080a,0c40,MUL,31,3,07c2,000047af,000047af,0,0,0,STABLE
3833,C,0700,07c0,MUL,27,0,06c0,000047af,000047af,0,0,0,STABLE
3834,A,0801,0930,MUL,36,0,0931,00004e6f,000047af,0,0,0,STABLE
3835,B,0810,0bc3,MUL,47,0,0bd3,000057a0,00004e6f,0,0,0,TRANSITION
3836,C,06c0,07c0,MUL,26,0,0680,000057a0,000057a0,0,0,0,STABLE
3837,A,080d,073f,MUL,29,0,074c,00005e20,000057a0,0,0,0,STABLE
3838,B,0800,0b9b,MUL,46,2,0b9b,0000656c,00005e20,0,0,0,TRANSITION
3839,C,0680,0840,MUL,27,0,06c0,0000656c,0000656c,0,0,0,STABLE
3840,A,082c,0500,MUL,20,0,052c,00006c2c,0000656c,0,0,0,STABLE
3841,B,0803,0319,MUL,12,3,031d,00007158,00006c2c,0,0,0,COLLAPSE
3842,C,06c0,07c0,MUL,26,0,0680,00007158,00007158,0,0,0,STABLE
3843,A,0824,0610,MUL,24,0,063d,00007158,00007158,0,0,0,STABLE
3844,B,081b,0348,MUL,13,0,0366,00007795,00007158,0,0,0,COLLAPSE
3845,C,0680,07c0,MUL,25,2,0640,00007795,00007795,0,0,0,STABLE
3846,A,0823,071f,ADD,33,0,0841,00007795,00007795,0,0,1,STABLE
3847,B,0819,0387,MUL,14,2,03a2,00007fd6,00007795,0,0,0,COLLAPSE
3848,C,0640,07c0,MUL,24,2,0600,00007fd6,00007fd6,0,0,0,STABLE
3849,A,081e,0800,SUB,32,0,081e,00007fd6,00007fd6,0,0,0,STABLE
3850,B,0808,03fc,MUL,16,3,0405,000087f4,00007fd6,0,0,0,TRANSITION
3851,C,0600,0600,ADD,24,2,0600,000087f4,000087f4,0,0,0,STABLE
3852,A,0832,0910,MUL,37,0,0947,000087f4,000087f4,0,0,0,STABLE
3853,B,0807,0425,MUL,16,0,0430,0000913b,000087f4,0,0,0,TRANSITION
3854,C,0600,07c0,MUL,23,2,05c0,0000913b,0000913b,0,0,0,STABLE
3855,A,0815,0a1f,MUL,40,0,0a3e,0000913b,0000913b,0,0,0,STABLE
3856,B,083c,046b,MUL,18,2,04a7,00009b79,0000913b,0,0,0,TRANSITION
3857,C,05c0,07c0,MUL,22,2,0580,00009b79,00009b79,0,0,0,STABLE
3858,A,082c,0930,MUL,37,0,095e,00009b79,00009b79,0,0,0,STABLE
3859,B,0825,03d9,MUL,16,3,0406,0000a4d7,00009b79,0,0,0,TRANSITION
3860,C,0580,07c0,MUL,21,2,0540,0000a4d7,0000a4d7,0,0,0,STABLE
3861,A,0825,073f,MUL,29,0,0764,0000a4d7,0000a4d7,0,0,0,STABLE
3862,B,082b,038b,MUL,14,0,03bd,0000ac3b,0000a4d7,0,0,0,COLLAPSE
3863,C,0540,0840,MUL,22,2,0580,0000ac3b,0000ac3b,0,0,0,STABLE
3864,A,082f,0500,ADD,32,0,082f,0000ac3b,0000ac3b,0,0,0,STABLE
3865,B,0819,031f,MUL,13,2,0342,0000b46a,0000ac3b,0,0,0,COLLAPSE
3866,C,0580,07c0,MUL,21,2,0540,0000b46a,0000b46a,0,0,0,STABLE
3867,A,083d,0610,SUB,32,0,082d,0000b46a,0000b46a,0,0,0,STABLE
3868,B,080b,037b,MUL,14,3,0388,0000bc97,0000b46a,0,0,0,COLLAPSE
3869,C,0540,07c0,MUL,20,2,0500,0000bc97,0000bc97,0,0,0,STABLE
3870,A,082e,071f,MUL,29,0,0751,0000bc97,0000bc97,0,0,0,STABLE
3871,B,081f,039d,MUL,15,0,03c5,0000c3e8,0000bc97,0,0,0,COLLAPSE
3872,C,0500,07c0,MUL,19,2,04c0,0000c3e8,0000c3e8,0,0,0,TRANSITION
3873,A,0836,0800,MUL,32,0,0836,0000c3e8,0000c3e8,0,0,0,STABLE
3874,B,083b,03ec,MUL,16,2,0427,0000cc1e,0000c3e8,0,0,0,TRANSITION
3875,C,04c0,04c0,ADD,19,2,04c0,0000cc1e,0000cc1e,0,0,0,TRANSITION
3876,A,0831,0910,MUL,37,0,0946,0000cc1e,0000cc1e,0,0,0,STABLE
3877,B,081d,0423,MUL,17,3,0447,0000d564,0000cc1e,0,0,0,TRANSITION
3878,C,04c0,07c0,MUL,18,2,0480,0000d564,0000d564,0,0,0,TRANSITION
3879,A,080d,0a1f,MUL,40,0,0a32,0000d564,0000d564,0,0,0,STABLE
3880,B,082c,045b,MUL,18,0,048c,0000df96,0000d564,0,0,0,TRANSITION
3881,C,0480,07c0,MUL,17,2,0440,0000df96,0000df96,0,0,0,TRANSITION
3882,A,082f,0930,ADD,33,0,084f,0000df96,0000df96,0,0,1,STABLE
3883,B,0823,03df,MUL,16,2,0409,0000e7e5,0000df96,0,0,0,TRANSITION
3884,C,0440,07c0,MUL,16,2,0400,0000e7e5,0000e7e5,0,0,0,TRANSITION
3885,A,083d,073f,SUB,16,0,0400,0000e7e5,0000e7e5,0,0,0,TRANSITION
3886,B,081b,03bb,MUL,31,3,07fc,0000e7e5,0000e7e5,0,0,0,STABLE
3887,C,0400,0840,MUL,17,2,0440,0000e7e5,0000e7e5,0,0,0,TRANSITION
3888,A,082c,0500,MUL,20,0,052c,00000000,0000e7e5,0,0,0,STABLE
3889,B,081f,0b19,MUL,45,0,0b42,0000052c,00000000,0,0,0,TRANSITION
3890,C,0800,07c0,MUL,31,0,07c0,0000052c,0000052c,0,0,0,STABLE
3891,A,0826,0610,MUL,24,0,063f,00000cec,0000052c,0,0,0,STABLE
3892,B,083b,0b4d,MUL,46,2,0b89,0000132b,00000cec,0,0,0,TRANSITION
3893,C,07c0,07c0,MUL,30,0,0780,0000132b,0000132b,0,0,0,STABLE
3894,A,0835,071f,MUL,29,0,0756,00001aab,0000132b,0,0,0,STABLE
3895,B,0819,0bab,MUL,47,3,0bca,00002201,00001aab,0,0,0,TRANSITION
3896,C,0780,07c0,MUL,29,0,0740,00002201,00002201,0,0,0,STABLE
3897,A,082d,0800,MUL,32,0,082d,00002941,00002201,0,0,0,STABLE
3898,B,080d,0bda,MUL,47,0,0bec,0000316e,00002941,0,0,0,TRANSITION
3899,C,0740,0740,ADD,29,0,0740,0000316e,0000316e,0,0,0,STABLE
3900,A,082a,0910,ADD,32,0,083a,000038ae,0000316e,0,0,0,STABLE
