cycle,class,E,depth,region,mode,action,boundary_flag,override_flag
1761,A,55,1,SATURATE,011,CLAMP,0,0
1762,A,55,2,SATURATE,011,CLAMP,0,0
1763,A,55,3,SATURATE,011,CLAMP,0,0
1764,A,55,4,SATURATE,011,CLAMP,0,0
1765,A,55,5,SATURATE,011,CLAMP,0,0
1766,A,55,6,SATURATE,011,CLAMP,0,0
1767,A,55,7,SATURATE,011,CLAMP,0,0
1768,A,55,8,SATURATE,011,CLAMP,0,0
1769,A,55,9,SATURATE,011,CLAMP,0,0
1770,A,55,10,SATURATE,011,CLAMP,0,0
1771,A,55,11,SATURATE,011,CLAMP,0,0
1772,A,55,12,SATURATE,011,CLAMP,0,0
1773,A,55,13,SATURATE,011,CLAMP,0,0
1774,A,55,14,SATURATE,011,CLAMP,0,0
1775,A,55,15,SATURATE,011,CLAMP,0,0
1776,A,55,16,SATURATE,011,CLAMP,0,0
1777,A,55,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1778,A,55,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1779,A,55,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1780,A,55,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1781,A,55,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1782,A,55,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1783,A,55,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1784,A,55,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1785,A,55,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1786,A,55,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1787,A,55,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1788,A,55,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1789,A,55,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1790,A,55,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1791,A,55,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1792,A,56,0,SATURATE,011,CLAMP,0,0
1793,A,56,1,SATURATE,011,CLAMP,0,0
1794,A,56,2,SATURATE,011,CLAMP,0,0
1795,A,56,3,SATURATE,011,CLAMP,0,0
1796,A,56,4,SATURATE,011,CLAMP,0,0
1797,A,56,5,SATURATE,011,CLAMP,0,0
1798,A,56,6,SATURATE,011,CLAMP,0,0
1799,A,56,7,SATURATE,011,CLAMP,0,0
1800,A,56,8,SATURATE,011,CLAMP,0,0
1801,A,56,9,SATURATE,011,CLAMP,0,0
1802,A,56,10,SATURATE,011,CLAMP,0,0
1803,A,56,11,SATURATE,011,CLAMP,0,0
1804,A,56,12,SATURATE,011,CLAMP,0,0
1805,A,56,13,SATURATE,011,CLAMP,0,0
1806,A,56,14,SATURATE,011,CLAMP,0,0
1807,A,56,15,SATURATE,011,CLAMP,0,0
1808,A,56,16,SATURATE,011,CLAMP,0,0
1809,A,56,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1810,A,56,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1811,A,56,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1812,A,56,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1813,A,56,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1814,A,56,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1815,A,56,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1816,A,56,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1817,A,56,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1818,A,56,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1819,A,56,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1820,A,56,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1821,A,56,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1822,A,56,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1823,A,56,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1824,A,57,0,SATURATE,011,CLAMP,0,0
1825,A,57,1,SATURATE,011,CLAMP,0,0
1826,A,57,2,SATURATE,011,CLAMP,0,0
1827,A,57,3,SATURATE,011,CLAMP,0,0
1828,A,57,4,SATURATE,011,CLAMP,0,0
1829,A,57,5,SATURATE,011,CLAMP,0,0
1830,A,57,6,SATURATE,011,CLAMP,0,0
1831,A,57,7,SATURATE,011,CLAMP,0,0
1832,A,57,8,SATURATE,011,CLAMP,0,0
1833,A,57,9,SATURATE,011,CLAMP,0,0
1834,A,57,10,SATURATE,011,CLAMP,0,0
1835,A,57,11,SATURATE,011,CLAMP,0,0
1836,A,57,12,SATURATE,011,CLAMP,0,0
1837,A,57,13,SATURATE,011,CLAMP,0,0
1838,A,57,14,SATURATE,011,CLAMP,0,0
1839,A,57,15,SATURATE,011,CLAMP,0,0
1840,A,57,16,SATURATE,011,CLAMP,0,0
1841,A,57,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1842,A,57,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1843,A,57,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1844,A,57,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1845,A,57,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1846,A,57,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1847,A,57,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1848,A,57,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1849,A,57,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1850,A,57,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1851,A,57,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1852,A,57,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1853,A,57,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1854,A,57,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1855,A,57,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1856,A,58,0,SATURATE,011,CLAMP,0,0
1857,A,58,1,SATURATE,011,CLAMP,0,0
1858,A,58,2,SATURATE,011,CLAMP,0,0
1859,A,58,3,SATURATE,011,CLAMP,0,0
1860,A,58,4,SATURATE,011,CLAMP,0,0
1861,A,58,5,SATURATE,011,CLAMP,0,0
1862,A,58,6,SATURATE,011,CLAMP,0,0
1863,A,58,7,SATURATE,011,CLAMP,0,0
1864,A,58,8,SATURATE,011,CLAMP,0,0
1865,A,58,9,SATURATE,011,CLAMP,0,0
1866,A,58,10,SATURATE,011,CLAMP,0,0
1867,A,58,11,SATURATE,011,CLAMP,0,0
1868,A,58,12,SATURATE,011,CLAMP,0,0
1869,A,58,13,SATURATE,011,CLAMP,0,0
1870,A,58,14,SATURATE,011,CLAMP,0,0
1871,A,58,15,SATURATE,011,CLAMP,0,0
1872,A,58,16,SATURATE,011,CLAMP,0,0
1873,A,58,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1874,A,58,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1875,A,58,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1876,A,58,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1877,A,58,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1878,A,58,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1879,A,58,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1880,A,58,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1881,A,58,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1882,A,58,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1883,A,58,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1884,A,58,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1885,A,58,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1886,A,58,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1887,A,58,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1888,A,59,0,SATURATE,011,CLAMP,0,0
1889,A,59,1,SATURATE,011,CLAMP,0,0
1890,A,59,2,SATURATE,011,CLAMP,0,0
1891,A,59,3,SATURATE,011,CLAMP,0,0
1892,A,59,4,SATURATE,011,CLAMP,0,0
1893,A,59,5,SATURATE,011,CLAMP,0,0
1894,A,59,6,SATURATE,011,CLAMP,0,0
1895,A,59,7,SATURATE,011,CLAMP,0,0
1896,A,59,8,SATURATE,011,CLAMP,0,0
1897,A,59,9,SATURATE,011,CLAMP,0,0
1898,A,59,10,SATURATE,011,CLAMP,0,0
1899,A,59,11,SATURATE,011,CLAMP,0,0
1900,A,59,12,SATURATE,011,CLAMP,0,0
1901,A,59,13,SATURATE,011,CLAMP,0,0
1902,A,59,14,SATURATE,011,CLAMP,0,0
1903,A,59,15,SATURATE,011,CLAMP,0,0
1904,A,59,16,SATURATE,011,CLAMP,0,0
1905,A,59,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1906,A,59,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1907,A,59,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1908,A,59,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1909,A,59,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1910,A,59,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1911,A,59,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1912,A,59,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1913,A,59,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1914,A,59,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1915,A,59,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1916,A,59,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1917,A,59,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1918,A,59,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1919,A,59,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1920,A,60,0,SATURATE,011,CLAMP,0,0
1921,A,60,1,SATURATE,011,CLAMP,0,0
1922,A,60,2,SATURATE,011,CLAMP,0,0
1923,A,60,3,SATURATE,011,CLAMP,0,0
1924,A,60,4,SATURATE,011,CLAMP,0,0
1925,A,60,5,SATURATE,011,CLAMP,0,0
1926,A,60,6,SATURATE,011,CLAMP,0,0
1927,A,60,7,SATURATE,011,CLAMP,0,0
1928,A,60,8,SATURATE,011,CLAMP,0,0
1929,A,60,9,SATURATE,011,CLAMP,0,0
1930,A,60,10,SATURATE,011,CLAMP,0,0
1931,A,60,11,SATURATE,011,CLAMP,0,0
1932,A,60,12,SATURATE,011,CLAMP,0,0
1933,A,60,13,SATURATE,011,CLAMP,0,0
1934,A,60,14,SATURATE,011,CLAMP,0,0
1935,A,60,15,SATURATE,011,CLAMP,0,0
1936,A,60,16,SATURATE,011,CLAMP,0,0
1937,A,60,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1938,A,60,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1939,A,60,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1940,A,60,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1941,A,60,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1942,A,60,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1943,A,60,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1944,A,60,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1945,A,60,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1946,A,60,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1947,A,60,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1948,A,60,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1949,A,60,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1950,A,60,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1951,A,60,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1952,A,61,0,SATURATE,011,CLAMP,0,0
1953,A,61,1,SATURATE,011,CLAMP,0,0
1954,A,61,2,SATURATE,011,CLAMP,0,0
1955,A,61,3,SATURATE,011,CLAMP,0,0
1956,A,61,4,SATURATE,011,CLAMP,0,0
1957,A,61,5,SATURATE,011,CLAMP,0,0
1958,A,61,6,SATURATE,011,CLAMP,0,0
1959,A,61,7,SATURATE,011,CLAMP,0,0
1960,A,61,8,SATURATE,011,CLAMP,0,0
1961,A,61,9,SATURATE,011,CLAMP,0,0
1962,A,61,10,SATURATE,011,CLAMP,0,0
1963,A,61,11,SATURATE,011,CLAMP,0,0
1964,A,61,12,SATURATE,011,CLAMP,0,0
1965,A,61,13,SATURATE,011,CLAMP,0,0
1966,A,61,14,SATURATE,011,CLAMP,0,0
1967,A,61,15,SATURATE,011,CLAMP,0,0
1968,A,61,16,SATURATE,011,CLAMP,0,0
1969,A,61,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1970,A,61,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1971,A,61,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1972,A,61,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1973,A,61,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1974,A,61,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1975,A,61,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1976,A,61,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1977,A,61,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1978,A,61,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1979,A,61,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1980,A,61,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1981,A,61,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1982,A,61,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1983,A,61,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
1984,A,62,0,SATURATE,011,CLAMP,0,0
1985,A,62,1,SATURATE,011,CLAMP,0,0
1986,A,62,2,SATURATE,011,CLAMP,0,0
1987,A,62,3,SATURATE,011,CLAMP,0,0
1988,A,62,4,SATURATE,011,CLAMP,0,0
1989,A,62,5,SATURATE,011,CLAMP,0,0
1990,A,62,6,SATURATE,011,CLAMP,0,0
1991,A,62,7,SATURATE,011,CLAMP,0,0
1992,A,62,8,SATURATE,011,CLAMP,0,0
1993,A,62,9,SATURATE,011,CLAMP,0,0
1994,A,62,10,SATURATE,011,CLAMP,0,0
1995,A,62,11,SATURATE,011,CLAMP,0,0
1996,A,62,12,SATURATE,011,CLAMP,0,0
1997,A,62,13,SATURATE,011,CLAMP,0,0
1998,A,62,14,SATURATE,011,CLAMP,0,0
1999,A,62,15,SATURATE,011,CLAMP,0,0
2000,A,62,16,SATURATE,011,CLAMP,0,0
2001,A,62,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2002,A,62,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2003,A,62,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2004,A,62,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2005,A,62,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2006,A,62,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2007,A,62,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2008,A,62,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2009,A,62,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2010,A,62,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2011,A,62,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2012,A,62,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2013,A,62,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2014,A,62,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2015,A,62,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2016,A,63,0,SATURATE,011,CLAMP,0,0
2017,A,63,1,SATURATE,011,CLAMP,0,0
2018,A,63,2,SATURATE,011,CLAMP,0,0
2019,A,63,3,SATURATE,011,CLAMP,0,0
2020,A,63,4,SATURATE,011,CLAMP,0,0
2021,A,63,5,SATURATE,011,CLAMP,0,0
2022,A,63,6,SATURATE,011,CLAMP,0,0
2023,A,63,7,SATURATE,011,CLAMP,0,0
2024,A,63,8,SATURATE,011,CLAMP,0,0
2025,A,63,9,SATURATE,011,CLAMP,0,0
2026,A,63,10,SATURATE,011,CLAMP,0,0
2027,A,63,11,SATURATE,011,CLAMP,0,0
2028,A,63,12,SATURATE,011,CLAMP,0,0
2029,A,63,13,SATURATE,011,CLAMP,0,0
2030,A,63,14,SATURATE,011,CLAMP,0,0
2031,A,63,15,SATURATE,011,CLAMP,0,0
2032,A,63,16,SATURATE,011,CLAMP,0,0
2033,A,63,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2034,A,63,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2035,A,63,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2036,A,63,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2037,A,63,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2038,A,63,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2039,A,63,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2040,A,63,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2041,A,63,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2042,A,63,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2043,A,63,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2044,A,63,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2045,A,63,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2046,A,63,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2047,A,63,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
2048,B,0,0,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2049,B,0,1,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2050,B,0,2,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2051,B,0,3,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2052,B,0,4,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2053,B,0,5,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2054,B,0,6,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2055,B,0,7,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2056,B,0,8,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2057,B,0,9,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2058,B,0,10,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2059,B,0,11,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2060,B,0,12,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2061,B,0,13,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2062,B,0,14,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2063,B,0,15,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2064,B,0,16,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2065,B,0,17,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2066,B,0,18,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2067,B,0,19,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2068,B,0,20,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2069,B,0,21,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2070,B,0,22,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2071,B,0,23,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2072,B,0,24,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2073,B,0,25,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2074,B,0,26,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2075,B,0,27,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2076,B,0,28,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2077,B,0,29,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2078,B,0,30,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2079,B,0,31,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2080,B,1,0,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2081,B,1,1,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2082,B,1,2,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2083,B,1,3,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2084,B,1,4,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2085,B,1,5,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2086,B,1,6,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2087,B,1,7,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2088,B,1,8,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2089,B,1,9,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2090,B,1,10,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2091,B,1,11,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2092,B,1,12,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2093,B,1,13,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2094,B,1,14,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2095,B,1,15,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2096,B,1,16,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2097,B,1,17,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2098,B,1,18,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2099,B,1,19,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2100,B,1,20,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2101,B,1,21,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2102,B,1,22,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2103,B,1,23,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2104,B,1,24,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2105,B,1,25,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2106,B,1,26,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2107,B,1,27,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2108,B,1,28,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2109,B,1,29,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2110,B,1,30,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2111,B,1,31,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2112,B,2,0,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2113,B,2,1,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2114,B,2,2,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2115,B,2,3,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2116,B,2,4,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2117,B,2,5,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2118,B,2,6,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2119,B,2,7,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2120,B,2,8,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2121,B,2,9,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2122,B,2,10,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2123,B,2,11,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2124,B,2,12,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2125,B,2,13,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2126,B,2,14,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2127,B,2,15,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2128,B,2,16,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2129,B,2,17,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2130,B,2,18,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2131,B,2,19,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2132,B,2,20,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2133,B,2,21,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2134,B,2,22,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2135,B,2,23,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2136,B,2,24,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2137,B,2,25,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2138,B,2,26,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2139,B,2,27,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2140,B,2,28,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2141,B,2,29,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2142,B,2,30,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2143,B,2,31,COLLAPSE,010,INSERT_EPOCH_BOUNDARY,0,1
2144,B,3,0,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2145,B,3,1,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2146,B,3,2,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2147,B,3,3,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2148,B,3,4,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2149,B,3,5,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2150,B,3,6,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2151,B,3,7,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2152,B,3,8,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2153,B,3,9,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
2154,B,3,10,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
